OBJECTID,Ohrozenie,Dátum,Poznámka,Druh ohrozenia,Ohrozenie detail,Hodina výskytu,Y,X
2444,Medveď - vizuálny kontakt,2024-10-28 11:00:00,,Samec,,7,"48,65287979","18,64130173"
2445,Medveď - pobytové znaky,2024-11-18 11:00:00,,Trus,,9,"48,65163903","19,29120757"
2446,Medveď - pobytové znaky,2024-11-12 11:00:00,,Stopa,,10,"48,66041918","19,27018758"
2447,Medveď - pobytové znaky,2024-11-19 11:00:00,,Trus,,11,"48,68270495","19,30621879"
2448,Medveď - pobytové znaky,2024-11-14 11:00:00,,Trus,,10,"48,65395232","19,27035741"
2449,Medveď - pobytové znaky,2024-11-18 11:00:00,,Trus,,11,"48,65147459","19,29374603"
2450,Medveď - vizuálny kontakt,2024-10-30 11:00:00,,Medvedica,,14,"48,65607308","19,28170201"
2451,Medveď - pobytové znaky,2024-11-19 11:00:00,,Trus,,13,"48,70559621","18,79092688"
2452,Medveď - pobytové znaky,2024-11-22 11:00:00,,Stopa,,8,"48,7099237","18,78491066"
2453,Medveď - pobytové znaky,2024-11-26 11:31:04,,Stopa,,Nedefinované,"49,18942997","22,08735447"
2454,Medveď - pobytové znaky,2024-11-26 11:32:51,,Stopa,,Nedefinované,"49,23138988","22,01477751"
2455,Medveď - pobytové znaky,2024-11-26 11:34:12,,Stopa,,Nedefinované,"49,3215063","21,96126143"
2456,Medveď - pobytové znaky,2024-11-26 11:00:00,Prechod veľkého medveďa cez cestu,Stopa,,7,"48,62725244","19,57462262"
2457,Medveď - pobytové znaky,2024-11-27 11:00:00,Prechod stredne veľkého medveďa,Stopa,,7,"48,65187055","19,53135473"
2458,Medveď - pobytové znaky,2024-11-26 11:00:00,,Stopa,,Nedefinované,"49,51006106","19,27337284"
2459,Medveď - pobytové znaky,2024-11-26 11:00:00,,Stopa,,Nedefinované,"49,51821536","19,26247922"
2460,Medveď - pobytové znaky,2024-10-31 11:00:00,,Stopa,,Nedefinované,"49,5075695","19,31335518"
2461,Medveď - vizuálny kontakt,2024-12-02 11:48:47,medvedica +2 mladata,Nedefinované,,17,"48,59936652","19,40556296"
2462,Medveď - vizuálny kontakt,2024-11-25 11:00:00,medvedica +1mlada,Nedefinované,,Nedefinované,"48,62493537","19,44978468"
2463,Medveď - vizuálny kontakt,2024-11-28 11:00:00,dospelý samec 300kg,Nedefinované,,Nedefinované,"48,62534589","19,43610348"
2464,Medveď - vizuálny kontakt,2024-11-28 11:00:00,medved do100kg,Nedefinované,,Nedefinované,"48,62094526","19,45117967"
2465,Medveď - vizuálny kontakt,2024-12-01 11:00:00,,Samec,,16,"48,73462917","18,80822299"
2466,Medveď - vizuálny kontakt,2024-11-26 11:00:00,,Medvedica s mladými,,19,"48,71800037","18,77005569"
2467,Medveď - pobytové znaky,2024-12-02 11:00:00,,Stopa,,10,"48,75417704","18,81462793"
2468,Medveď - vizuálny kontakt,2024-12-02 11:00:00,,Medvedica s mladými,,19,"48,79539343","18,72530049"
2469,Medveď - pobytové znaky,2024-11-25 11:00:00,,Stopa,,Nedefinované,"48,42132792","19,56361699"
2470,Medveď - vizuálny kontakt,2024-12-10 11:24:35,,Samec,,14,"48,74430526","18,69699807"
2471,Medveď - vizuálny kontakt,2024-10-23 10:00:00,,Samec,,9,"48,74178011","18,69687156"
2472,Medveď - útok,2019-08-22 10:00:00,,Samec,,18,"48,83540797","18,68684854"
2473,Medveď - pobytové znaky,2024-12-08 11:00:00,,Nedefinované,,Nedefinované,"48,50101649","19,52452278"
2474,Medveď - pobytové znaky,2024-12-08 11:00:00,,Nedefinované,,Nedefinované,"48,40175392","19,51935156"
2475,Medveď - vizuálny kontakt,2024-12-11 11:00:00,,Samec,,17,"48,79855902","18,72975792"
2476,Medveď - pobytové znaky,2024-12-12 11:32:46,,Nedefinované,,Nedefinované,"48,50397327","19,52442793"
2477,Medveď - pobytové znaky,2024-12-12 11:33:04,,Nedefinované,,Nedefinované,"48,49906898","19,52411448"
2478,Medveď - pobytové znaky,2024-12-12 11:33:16,,Nedefinované,,Nedefinované,"48,49314459","19,52961357"
2479,Medveď - pobytové znaky,2024-12-12 11:33:39,,Nedefinované,,Nedefinované,"48,49521966","19,58373029"
2480,Medveď - pobytové znaky,2024-12-12 11:33:46,,Nedefinované,,Nedefinované,"48,49417642","19,57759388"
2481,Medveď - vizuálny kontakt,2024-12-12 11:33:54,,Nedefinované,,Nedefinované,"48,49231603","19,57602779"
2482,Medveď - vizuálny kontakt,2024-12-12 11:34:07,,Nedefinované,,Nedefinované,"48,49218332","19,56165178"
2483,Medveď - pobytové znaky,2024-12-12 11:34:20,,Nedefinované,,Nedefinované,"48,49586293","19,55190368"
2484,Medveď - pobytové znaky,2024-12-12 11:34:24,,Nedefinované,,Nedefinované,"48,49212121","19,55457095"
2485,Medveď - pobytové znaky,2024-12-12 11:34:33,,Nedefinované,,Nedefinované,"48,49471043","19,55850094"
2486,Medveď - pobytové znaky,2024-12-12 11:35:25,,Nedefinované,,Nedefinované,"48,53311315","19,52761472"
2487,Medveď - pobytové znaky,2024-12-12 11:35:31,,Nedefinované,,Nedefinované,"48,53826821","19,52301759"
2488,Medveď - pobytové znaky,2024-12-12 11:35:42,,Nedefinované,,Nedefinované,"48,54423441","19,52411825"
2489,Medveď - vizuálny kontakt,2025-01-02 11:26:00,,Nedefinované,,Nedefinované,"48,49624498","19,51796724"
2490,Medveď - pobytové znaky,2025-01-02 11:26:12,,Nedefinované,,Nedefinované,"48,5068795","19,52098351"
2491,Medveď - útok,2025-01-07 11:52:57,,Medvedica,,9,"48,62666532","19,37376826"
2492,Medveď - pobytové znaky,2025-01-13 11:00:00,,Stopa,,7,"48,65175244","19,27445091"
2493,Medveď - vizuálny kontakt,2025-01-20 11:00:00,,Samec,,7,"48,79953056","18,74105973"
2494,Medveď - vizuálny kontakt,2024-11-27 11:00:00,,Samec,,7,"48,79950452","18,74079188"
2495,Medveď - pobytové znaky,2024-12-19 11:00:00,,Stopa,,Nedefinované,"48,80892609","18,7474607"
2496,Medveď - pobytové znaky,2024-12-12 11:00:00,,Stopa,,Nedefinované,"48,73598079","18,70593735"
2497,Medveď - vizuálny kontakt,2024-11-20 11:00:00,,Medvedica s mladými,,Nedefinované,"48,70312748","18,7017668"
2498,Medveď - vizuálny kontakt,2024-11-27 11:00:00,,Samec,,9,"48,70149273","18,70155024"
2499,Medveď - vizuálny kontakt,2024-10-28 11:00:00,,Medvedica s mladými,,7,"48,70704511","18,70653967"
2500,Medveď - pobytové znaky,2025-01-28 11:00:24,,Stopa,,9,"48,77046328","20,16726942"
2501,Medveď - pobytové znaky,2025-02-05 11:51:27,,Stopa,,11,"48,79359924","20,17251208"
2502,Medveď - pobytové znaky,2025-02-05 11:52:21,,Stopa,,8,"48,78540585","20,19860167"
2503,Medveď - pobytové znaky,2025-02-17 11:00:00,,Stopa,,10,"48,91257471","22,24181672"
2504,Medveď - pobytové znaky,2025-02-24 11:00:00,,Stopa,,11,"48,7892518","20,17212748"
2505,Medveď - pobytové znaky,2025-02-25 11:02:42,,Stopa,,Nedefinované,"49,23513134","22,02416864"
2506,Medveď - pobytové znaky,2025-02-25 11:03:00,,Stopa,,Nedefinované,"49,23618915","22,0246003"
2507,Medveď - pobytové znaky,2025-02-25 11:06:26,,Stopa,,Nedefinované,"49,20882463","22,01787712"
2508,Medveď - pobytové znaky,2025-02-25 11:12:05,,Stopa,,Nedefinované,"49,20095675","22,06683145"
2509,Medveď - pobytové znaky,2025-03-01 11:00:00,,Stopa,,Nedefinované,"48,8081159","18,75747836"
2510,Medveď - vizuálny kontakt,2025-03-09 11:00:00,,Samec,,17,"48,81042573","18,7571461"
2511,Medveď - vizuálny kontakt,2025-03-08 11:00:00,fotopasca,Samec,,22,"48,81923703","18,73792154"
2512,Medveď - pobytové znaky,2025-02-26 11:00:00,,Trus,,Nedefinované,"48,81516586","18,73857591"
2513,Medveď - pobytové znaky,2025-03-10 11:00:00,,Stopa,,Nedefinované,"48,68620494","18,6665203"
2514,Medveď - pobytové znaky,2025-02-26 11:00:00,,Stopa,,Nedefinované,"48,73142179","18,66612799"
2515,Medveď - pobytové znaky,2025-03-09 11:00:00,,Stopa,,Nedefinované,"48,81872251","18,74956858"
2516,Medveď - vizuálny kontakt,2024-08-22 10:00:00,,Medvedica,,14,"48,8424639","18,70965871"
2517,Medveď - pobytové znaky,2025-02-20 11:00:00,,Stopa,,Nedefinované,"48,86456107","18,56520449"
2518,Medveď - pobytové znaky,2025-03-03 11:00:00,,Stopa,,Nedefinované,"48,86284159","18,56563543"
2519,Medveď - pobytové znaky,2025-02-25 11:00:00,,Trus,,Nedefinované,"48,86678136","18,56608637"
2520,Medveď - pobytové znaky,2025-01-30 11:00:00,,Stopa,,Nedefinované,"48,86918908","18,56955065"
2521,Medveď - pobytové znaky,2025-02-11 11:00:00,,Stopa,,Nedefinované,"48,86905181","18,57495989"
2522,Medveď - pobytové znaky,2024-12-11 11:00:00,,Stopa,,Nedefinované,"48,87025741","18,58092625"
2523,Medveď - vizuálny kontakt,2024-09-18 10:00:00,,Medvedica s mladými,,9,"48,87312574","18,56200385"
2524,Medveď - pobytové znaky,2025-03-16 11:00:00,,Stopa,,Nedefinované,"48,82028605","18,744699"
2525,Medveď - pobytové znaky,2025-03-16 11:00:00,,Trus,,Nedefinované,"48,81659131","18,74615682"
2526,Medveď - pobytové znaky,2025-03-16 11:00:00,,Stopa,,Nedefinované,"48,8123168","18,74793731"
2527,Medveď - pobytové znaky,2025-03-16 11:00:00,,Stopa,,Nedefinované,"48,81750983","18,74955211"
2528,Medveď - vizuálny kontakt,2025-03-25 11:00:00,,Medvedica s mladými,,7,"48,76683849","20,09974817"
2529,Medveď - vizuálny kontakt,2025-03-20 11:00:00,,Medvedica s mladými,,10,"48,7683419","20,10007641"
2530,Medveď - pobytové znaky,2025-03-14 11:00:00,,Stopa,,7,"48,66186909","19,2929361"
2531,Medveď - pobytové znaky,2025-03-18 11:00:00,,Stopa,,10,"48,65078534","19,28241693"
2532,Medveď - pobytové znaky,2025-03-31 10:00:00,,Stopa,,16,"48,70192656","18,78297745"
2533,Medveď - pobytové znaky,2025-03-27 11:00:00,,Značkovacie stromy a vývratiská,,Nedefinované,"48,70716113","18,79551847"
2534,Medveď - vizuálny kontakt,2025-04-24 10:00:00,,Medvedica s mladými,,10,"48,70727472","18,79518033"
2535,Medveď - pobytové znaky,2025-04-24 10:00:00,,Stopa,,8,"48,72824411","18,8123392"
2536,Medveď - pobytové znaky,2025-04-01 10:35:44,brloh,Značkovacie stromy a vývratiská,,Nedefinované,"48,74624832","18,82073317"
2537,Medveď - vizuálny kontakt,2025-03-31 10:00:00,,Medvedica s mladými,,6,"48,75552404","20,1738894"
2538,Medveď - vizuálny kontakt,2025-03-26 11:00:00,,Samec,,19,"48,77795779","20,16031787"
2539,Medveď - útok,2025-03-30 10:00:00,útok medveďa so smrteľnými následkami,Nedefinované,,22,"48,57012509","19,40252613"
2540,Medveď - vizuálny kontakt,2025-02-04 11:00:00,,Medvedica,,7,"48,50916144","18,47862484"
2541,Medveď - vizuálny kontakt,2025-03-13 11:00:00,,Medvedica s mladými,,13,"48,51637766","18,46749616"
2542,Medveď - pobytové znaky,2025-02-17 11:00:00,,Trus,,12,"48,53116501","18,49680999"
2543,Medveď - pobytové znaky,2025-03-10 11:00:00,,Trus,,12,"48,39114353","18,503834"
2544,Medveď - vizuálny kontakt,2025-03-14 11:00:00,,Medvedica,,Nedefinované,"48,40814408","18,51900407"
2545,Medveď - vizuálny kontakt,2025-03-28 11:00:00,,Samec,,18,"48,49944239","18,43148075"
2546,Medveď - vizuálny kontakt,2025-03-11 11:00:00,,Medvedica,,Nedefinované,"48,37177267","18,50647738"
2547,Medveď - vizuálny kontakt,2025-03-08 11:00:00,Moncoľ,Medvedica s mladými,,16,"48,68918942","19,84457038"
2548,Medveď - vizuálny kontakt,2023-04-11 10:00:00,veľký,Samec,,Nedefinované,"48,69408174","19,82588084"
2549,Medveď - pobytové znaky,2024-09-16 10:00:00,,Stopa,,Nedefinované,"48,68843988","19,85628064"
2550,Medveď - pobytové znaky,2025-04-03 10:17:17,,Stopa,,8,"48,67234399","19,78120153"
2551,Medveď - vizuálny kontakt,2023-02-28 11:00:00,4 ks,Medvedica s mladými,,Nedefinované,"48,67663384","19,8503249"
2552,Medveď - vizuálny kontakt,2024-08-21 10:00:00,Vlcko,Nedefinované,,10,"48,60174819","20,04627045"
2553,Medveď - pobytové znaky,2025-04-03 10:00:00,Vlcko,Nedefinované,,9,"48,60164486","20,03344687"
2554,Medveď - vizuálny kontakt,2024-07-18 10:00:00,Skvarka,Samec,,9,"48,65305782","19,98712723"
2555,Medveď - pobytové znaky,2024-09-11 10:00:00,Kocka,Nedefinované,,9,"48,65964645","19,97652827"
2556,Medveď - vizuálny kontakt,2024-05-15 10:00:00,,Nedefinované,,8,"48,69891663","19,87179966"
2557,Medveď - vizuálny kontakt,2025-06-19 10:00:00,KOCKA,Nedefinované,,8,"48,69644823","19,8737343"
2558,Medveď - vizuálny kontakt,2024-08-20 10:00:00,KOCKA,Nedefinované,,9,"48,7012156","19,86314501"
2559,Medveď - vizuálny kontakt,2024-04-10 10:00:00,KOCKA,Medvedica s mladými,,Nedefinované,"48,71526802","19,8467039"
2560,Medveď - vizuálny kontakt,2025-05-08 10:00:00,GOLIAN,Samec,,15,"48,71276218","19,85606678"
2561,Medveď - pobytové znaky,2024-09-12 10:00:00,GOLIAN,Nedefinované,,13,"48,73176164","19,84432262"
2562,Medveď - vizuálny kontakt,2025-09-16 10:00:00,MELUS,Nedefinované,,8,"48,59240325","19,967899"
2563,Medveď - vizuálny kontakt,2024-08-15 10:00:00,Kýpet,Samec,,Nedefinované,"48,53603108","19,84139278"
2564,Medveď - vizuálny kontakt,2025-04-03 10:48:34,Kýpet,Medvedica,,10,"48,52714937","19,84169043"
2565,Medveď - pobytové znaky,2025-03-05 11:00:00,Kýpeť,Stopa,,Nedefinované,"48,52852543","19,83602643"
2566,Medveď - vizuálny kontakt,2024-09-13 10:00:00,Vlčko,Samec,,7,"48,56433118","19,88109525"
2567,Medveď - pobytové znaky,2025-02-13 11:00:00,Vlčko,Trus,,Nedefinované,"48,53461003","19,85650508"
2568,Medveď - vizuálny kontakt,2024-09-07 10:00:00,Meluš,Samec,,12,"48,56982854","19,9826856"
2569,Medveď - vizuálny kontakt,2024-07-17 10:00:00,Hruška,Samec,,8,"48,55674835","20,03850945"
2570,Medveď - pobytové znaky,2024-06-12 10:00:00,Hruška,Stopa,,Nedefinované,"48,53859959","20,03953883"
2571,Medveď - vizuálny kontakt,2024-05-09 10:00:00,Kocka,Medvedica s mladými,,13,"48,73661395","19,88843345"
2572,Medveď - pobytové znaky,2024-04-25 10:00:00,Vlčko,Stopa,,Nedefinované,"48,62391256","20,00706177"
2573,Medveď - vizuálny kontakt,2024-10-30 11:00:00,Vlčko,Samec,,10,"48,50723408","19,879428"
2574,Medveď - pobytové znaky,2024-10-24 10:00:00,Vlčko,Značkovacie stromy a vývratiská,,8,"48,54841981","19,9112739"
2575,Medveď - vizuálny kontakt,2025-04-03 10:36:36,,Nedefinované,,9,"48,61158138","19,7223301"
2576,Medveď - pobytové znaky,2023-04-16 10:00:00,,Nedefinované,,Nedefinované,"48,52695622","19,85361862"
2577,Medveď - pobytové znaky,2022-10-23 10:00:00,,Nedefinované,,Nedefinované,"48,56256269","19,91233233"
2578,Medveď - vizuálny kontakt,2024-04-19 10:00:00,,Medvedica s mladými,,Nedefinované,"48,55588046","19,87989756"
2579,Medveď - vizuálny kontakt,2024-05-16 10:00:00,,Medvedica,,Nedefinované,"48,56245867","19,88482455"
2580,Medveď - vizuálny kontakt,2024-09-28 10:00:00,,Nedefinované,,Nedefinované,"48,5602936","19,89495011"
2581,Medveď - pobytové znaky,2025-04-03 10:15:51,,Stopa,,Nedefinované,"48,53827373","19,88635304"
2582,Medveď - pobytové znaky,2024-11-21 11:00:00,,Stopa,,Nedefinované,"48,53751491","19,89590624"
2583,Medveď - vizuálny kontakt,2023-04-15 10:00:00,,Samec,,Nedefinované,"48,55411961","19,89555008"
2584,Medveď - pobytové znaky,2025-03-20 11:00:00,,Trus,,Nedefinované,"48,55614731","19,90727834"
2585,Medveď - vizuálny kontakt,2024-08-21 10:00:00,,Samec,,Nedefinované,"48,55926546","19,92504447"
2586,Medveď - vizuálny kontakt,2024-06-29 10:00:00,,Medvedica s mladými,,Nedefinované,"48,57357657","19,90278552"
2587,Medveď - vizuálny kontakt,2024-03-22 11:00:00,,Samec,,Nedefinované,"48,54056214","19,92706583"
2588,Medveď - pobytové znaky,2024-10-18 10:00:00,,Stopa,,Nedefinované,"48,53981424","19,94313456"
2589,Medveď - vizuálny kontakt,2024-03-19 11:00:00,,Medvedica,,Nedefinované,"48,5214866","19,98226172"
2590,Medveď - vizuálny kontakt,2023-07-14 10:00:00,,Medvedica s mladými,,Nedefinované,"48,49728093","19,96519664"
2591,Medveď - pobytové znaky,2024-04-19 10:00:00,,Trus,,Nedefinované,"48,55562153","19,97950632"
2592,Medveď - pobytové znaky,2024-08-16 10:00:00,,Stopa,,Nedefinované,"48,56763499","19,98622632"
2593,Medveď - pobytové znaky,2024-06-26 10:00:00,,Stopa,,Nedefinované,"48,58883745","20,01169679"
2594,Medveď - pobytové znaky,2024-04-15 10:00:00,,Trus,,Nedefinované,"48,70892165","19,82766088"
2595,Medveď - vizuálny kontakt,2024-04-09 10:00:00,KOCKA,Nedefinované,,7,"48,71546329","19,83079338"
2596,Medveď - pobytové znaky,2024-11-20 11:00:00,,Stopa,,Nedefinované,"48,70391314","19,86468634"
2597,Medveď - pobytové znaky,2023-04-15 10:00:00,,Stopa,,Nedefinované,"48,6951092","19,86900744"
2598,Medveď - vizuálny kontakt,2022-09-28 10:00:00,,Nedefinované,,Nedefinované,"48,70558522","19,90040455"
2599,Medveď - pobytové znaky,2023-04-20 10:00:00,,Stopa,,Nedefinované,"48,71090492","19,87981792"
2600,Medveď - vizuálny kontakt,2024-04-17 10:00:00,,Medvedica s mladými,,Nedefinované,"48,70953726","19,86572003"
2601,Medveď - vizuálny kontakt,2024-04-19 10:00:00,,Medvedica s mladými,,Nedefinované,"48,6971082","19,8594822"
2602,Medveď - vizuálny kontakt,2024-05-17 10:00:00,,Samec,,Nedefinované,"48,69816425","19,85631669"
2603,Medveď - pobytové znaky,2024-04-16 10:00:00,,Trus,,Nedefinované,"48,69895282","19,85746399"
2604,Medveď - pobytové znaky,2024-11-12 11:00:00,GOLIAN,Značkovacie stromy a vývratiská,,10,"48,71851643","19,84461828"
2605,Medveď - vizuálny kontakt,2024-11-20 11:00:00,,Samec,,Nedefinované,"48,68300891","20,0012819"
2606,Medveď - pobytové znaky,2024-05-21 10:00:00,,Stopa,,Nedefinované,"48,63806234","19,99009309"
2607,Medveď - pobytové znaky,2024-04-18 10:00:00,,Stopa,,Nedefinované,"48,53298838","20,03661179"
2608,Medveď - pobytové znaky,2024-08-14 10:00:00,,Stopa,,Nedefinované,"48,56169051","19,94593261"
2609,Medveď - pobytové znaky,2024-03-22 11:00:00,,Stopa,,Nedefinované,"48,52836068","19,98384952"
2610,Medveď - vizuálny kontakt,2025-04-04 10:35:32,,Nedefinované,,11,"48,63744793","19,7774124"
2611,Medveď - vizuálny kontakt,2025-04-04 10:35:56,,Nedefinované,,10,"48,63601897","19,76766028"
2612,Medveď - vizuálny kontakt,2025-04-04 10:36:28,,Nedefinované,,8,"48,63424054","19,76544526"
2613,Medveď - vizuálny kontakt,2025-04-04 10:36:54,,Nedefinované,,8,"48,63189394","19,77283918"
2614,Medveď - pobytové znaky,2025-01-10 11:00:00,,Stopa,,10,"48,69139139","20,00543554"
2615,Medveď - pobytové znaky,2025-03-18 11:00:00,,Stopa,,Nedefinované,"48,66383291","20,01065053"
2616,Medveď - pobytové znaky,2025-03-27 11:00:00,,Stopa,,Nedefinované,"48,60871936","20,04295839"
2617,Medveď - pobytové znaky,2025-03-31 10:00:00,,Stopa,,16,"48,59348016","20,07976193"
2618,Medveď - pobytové znaky,2025-03-25 11:00:00,,Trus,,Nedefinované,"48,55823529","20,17718955"
2619,Medveď - pobytové znaky,2025-03-24 11:00:00,,Stopa,,9,"48,63203252","20,17577876"
2620,Medveď - pobytové znaky,2025-01-09 11:00:00,,Nedefinované,,Nedefinované,"48,60938559","20,14808969"
2621,Medveď - pobytové znaky,2025-03-27 11:00:00,,Trus,,17,"48,66046011","20,16719513"
2622,Medveď - pobytové znaky,2025-03-20 11:00:00,,Stopa,,10,"48,65215119","20,09074425"
2623,Medveď - pobytové znaky,2025-01-09 11:00:00,,Trus,,10,"48,63839889","20,08271268"
2624,Medveď - pobytové znaky,2025-04-04 10:32:31,,Stopa,,9,"48,70519945","19,8301092"
2625,Medveď - vizuálny kontakt,2025-03-11 11:00:00,,Samec,,Nedefinované,"48,76410026","20,13962493"
2626,Medveď - pobytové znaky,2025-02-20 11:00:00,,Trus,,Nedefinované,"48,7647731","20,14181634"
2627,Medveď - vizuálny kontakt,2025-03-19 11:00:00,,Nedefinované,,Nedefinované,"48,76450597","20,13992989"
2628,Medveď - útok,2024-07-23 10:00:00,,Medvedica s mladými,,Nedefinované,"48,75833184","20,13258789"
2629,Medveď - pobytové znaky,2025-04-04 10:48:02,,Stopa,,8,"48,78500153","20,15292658"
2630,Medveď - pobytové znaky,2025-04-03 10:00:00,,Trus,,9,"48,78403785","20,19381497"
2631,Medveď - útok,2025-02-23 11:00:00,,Nedefinované,,17,"48,358304","18,47520805"
2632,Medveď - pobytové znaky,2025-03-03 11:00:00,,Trus,,11,"48,35938892","18,47453512"
2633,Medveď - vizuálny kontakt,2025-04-06 10:09:44,,Nedefinované,,18,"48,36402089","18,47495984"
2634,Medveď - vizuálny kontakt,2025-04-02 10:00:00,,Samec,,Nedefinované,"48,36605455","18,49746009"
2635,Medveď - vizuálny kontakt,2025-04-06 10:11:28,,Medvedica s mladými,,7,"48,38863422","18,47616807"
2636,Medveď - pobytové znaky,2024-12-04 11:00:00,,Nedefinované,,Nedefinované,"48,39139896","18,47349225"
2637,Medveď - vizuálny kontakt,2024-11-12 11:00:00,,Samec,,14,"48,52409887","18,46140744"
2638,Medveď - vizuálny kontakt,2025-04-04 10:00:00,,Nedefinované,,8,"48,49627317","18,45652889"
2639,Medveď - pobytové znaky,2025-04-06 10:13:58,,Trus,,10,"48,49811364","18,42565045"
2640,Medveď - pobytové znaky,2025-03-15 11:00:00,,Trus,,Nedefinované,"48,49079395","18,42499358"
2641,Medveď - vizuálny kontakt,2025-03-08 11:00:00,,Medvedica s mladými,,7,"48,47750563","18,42221694"
2642,Medveď - pobytové znaky,2025-02-19 11:00:00,,Trus,,13,"48,47600383","18,41755814"
2643,Medveď - pobytové znaky,2025-02-20 11:00:00,,Trus,,13,"48,48191043","18,51987349"
2644,Medveď - vizuálny kontakt,2025-02-25 11:00:00,,Nedefinované,,16,"48,48792356","18,51068502"
2645,Medveď - pobytové znaky,2025-04-07 10:08:34,,Nedefinované,,Nedefinované,"48,47730819","19,58234273"
2646,Medveď - pobytové znaky,2025-04-07 10:08:46,,Nedefinované,,Nedefinované,"48,47465488","19,57960334"
2647,Medveď - pobytové znaky,2025-04-07 10:09:02,,Nedefinované,,Nedefinované,"48,4777061","19,60680329"
2648,Medveď - pobytové znaky,2025-04-07 10:09:10,,Nedefinované,,Nedefinované,"48,46936568","19,60801864"
2649,Medveď - pobytové znaky,2025-04-07 10:09:17,,Nedefinované,,Nedefinované,"48,46371889","19,60447416"
2650,Medveď - pobytové znaky,2025-04-07 10:09:21,,Nedefinované,,Nedefinované,"48,46073817","19,59871985"
2651,Medveď - pobytové znaky,2025-04-07 10:09:43,,Nedefinované,,Nedefinované,"48,50703158","19,58505207"
2652,Medveď - pobytové znaky,2025-04-07 10:09:48,,Nedefinované,,Nedefinované,"48,50616649","19,58438759"
2653,Medveď - pobytové znaky,2025-04-07 10:09:54,,Nedefinované,,Nedefinované,"48,51314737","19,5847438"
2654,Medveď - pobytové znaky,2025-04-07 10:10:00,,Nedefinované,,Nedefinované,"48,52335617","19,58422821"
2655,Medveď - pobytové znaky,2025-04-07 10:10:07,,Nedefinované,,Nedefinované,"48,52789001","19,58217994"
2656,Medveď - vizuálny kontakt,2025-04-07 10:10:22,,Nedefinované,,Nedefinované,"48,52709956","19,5612188"
2657,Medveď - pobytové znaky,2025-04-07 10:10:32,,Nedefinované,,Nedefinované,"48,5328134","19,55890214"
2658,Medveď - pobytové znaky,2025-04-07 10:10:41,,Nedefinované,,Nedefinované,"48,53304389","19,54727798"
2659,Medveď - pobytové znaky,2025-04-07 10:10:52,,Nedefinované,,Nedefinované,"48,54747181","19,5513809"
2660,Medveď - pobytové znaky,2025-04-07 10:11:02,,Nedefinované,,Nedefinované,"48,54472775","19,54875648"
2661,Medveď - vizuálny kontakt,2025-04-07 10:11:18,,Nedefinované,,Nedefinované,"48,53180481","19,53225134"
2662,Medveď - pobytové znaky,2025-04-07 10:11:24,,Nedefinované,,Nedefinované,"48,52894843","19,53082553"
2663,Medveď - pobytové znaky,2025-04-07 10:11:29,,Nedefinované,,Nedefinované,"48,52201715","19,52637805"
2664,Medveď - pobytové znaky,2025-04-07 10:11:32,,Nedefinované,,Nedefinované,"48,52313952","19,53003117"
2665,Medveď - pobytové znaky,2025-04-07 10:11:43,,Nedefinované,,Nedefinované,"48,51178782","19,51301412"
2666,Medveď - pobytové znaky,2025-04-07 10:11:47,,Nedefinované,,Nedefinované,"48,51355816","19,51674209"
2667,Medveď - pobytové znaky,2025-04-07 10:11:57,,Nedefinované,,Nedefinované,"48,51080751","19,51864524"
2668,Medveď - pobytové znaky,2025-04-07 10:12:01,,Nedefinované,,Nedefinované,"48,50930276","19,52066926"
2669,Medveď - pobytové znaky,2025-04-07 10:12:07,,Nedefinované,,Nedefinované,"48,50866043","19,52432616"
2670,Medveď - vizuálny kontakt,2025-04-07 10:12:44,,Nedefinované,,Nedefinované,"48,50131969","19,52290319"
2671,Medveď - pobytové znaky,2025-04-07 10:12:50,,Nedefinované,,Nedefinované,"48,49720499","19,52419425"
2672,Medveď - pobytové znaky,2025-04-07 10:12:54,,Nedefinované,,Nedefinované,"48,49453315","19,51901825"
2673,Medveď - pobytové znaky,2025-04-07 10:13:02,,Nedefinované,,Nedefinované,"48,49727318","19,51481989"
2674,Medveď - pobytové znaky,2025-04-07 10:13:13,,Nedefinované,,Nedefinované,"48,50713625","19,51662393"
2675,Medveď - pobytové znaky,2025-04-07 10:13:19,,Nedefinované,,Nedefinované,"48,5036514","19,51192723"
2676,Medveď - pobytové znaky,2025-04-07 10:13:26,,Nedefinované,,Nedefinované,"48,50846659","19,50463846"
2677,Medveď - pobytové znaky,2025-04-07 10:13:33,,Nedefinované,,Nedefinované,"48,51419759","19,49035882"
2678,Medveď - pobytové znaky,2025-04-07 10:13:40,,Nedefinované,,Nedefinované,"48,51508936","19,48541812"
2679,Medveď - pobytové znaky,2025-04-07 10:13:52,,Nedefinované,,Nedefinované,"48,52365255","19,49672621"
2680,Medveď - pobytové znaky,2025-04-07 10:25:10,,Nedefinované,,Nedefinované,"48,53235768","19,5183666"
2681,Medveď - vizuálny kontakt,2025-04-07 10:25:26,,Nedefinované,,Nedefinované,"48,53281233","19,52201828"
2682,Medveď - pobytové znaky,2025-04-07 10:26:44,,Nedefinované,,Nedefinované,"48,50881227","19,54265393"
2683,Medveď - pobytové znaky,2025-04-07 10:26:54,,Nedefinované,,Nedefinované,"48,52098191","19,54691667"
2684,Medveď - pobytové znaky,2025-04-07 10:27:00,,Nedefinované,,Nedefinované,"48,52436269","19,54678047"
